date_time,active_power,wind_speed,theoretical_power,wind_direction,prediction
01 12 2018 05:20,0.0,4.1796178817749,157.089618349044,89.903450012207,1200.6407470703125
01 12 2018 05:30,0.0,3.5531039237976,58.1732416031482,87.5113372802734,924.8673095703125
01 12 2018 05:40,0.0,3.76980996131896,88.0425088858801,76.1993865966796,1067.1478271484375
01 12 2018 05:50,0.0,4.69021081924438,263.38302552599,78.0117034912109,1502.85400390625
01 12 2018 06:00,0.0,3.66707110404968,72.9449839582348,74.6162490844726,960.6329345703125
01 12 2018 06:10,0.0,3.6520071029663,70.8732882804034,68.6089782714843,968.589599609375
01 12 2018 06:20,0.0,4.70751476287841,267.263111302193,73.7785415649414,1413.060302734375
01 12 2018 06:30,0.0,5.02896308898925,343.146876346202,75.3704071044921,1626.5614013671875
01 12 2018 06:40,0.0,5.20491886138916,387.982975733088,73.8394699096679,1780.2227783203125
01 12 2018 06:50,0.0,5.24848985671997,399.473587653975,75.453742980957,1774.5006103515625
01 12 2018 07:00,0.0,4.80980587005615,290.613154913357,76.5867309570312,1551.1925048828125
01 12 2018 07:10,0.0,4.39849519729614,200.818086978457,78.4655838012695,1319.43505859375
01 12 2018 07:20,0.0,4.58516407012939,240.246940068411,78.5646362304687,1440.38330078125
01 12 2018 07:30,0.0,4.71388101577758,268.695636801963,74.0004272460937,1454.781005859375
01 12 2018 07:40,0.0,4.63400602340698,250.915816290953,76.14306640625,1447.17529296875
01 12 2018 07:50,0.0,4.16768884658813,154.777897184176,73.6291580200195,1204.9937744140625
01 12 2018 08:00,0.0,3.65815806388854,71.7148210093555,66.5220870971679,964.57275390625
01 12 2018 08:10,0.0,4.17074584960937,155.369640497374,70.9393463134765,1207.53759765625
01 12 2018 08:20,0.0,4.78809404373168,285.596983226515,74.2773971557617,1451.135986328125
01 12 2018 08:30,0.0,4.60243415832519,244.002068586156,75.0512771606445,1433.7850341796875
01 12 2018 08:40,0.0,4.76604080200195,280.535335564489,80.6754531860351,1498.9676513671875
01 12 2018 08:50,0.0,4.08825397491455,139.560781576479,81.5450973510742,1161.8873291015625
01 12 2018 09:00,0.0,4.01891183853149,126.51918995707,82.8421630859375,1129.4852294921875
01 12 2018 09:10,0.0,4.48327922821044,218.468840478496,82.5381317138671,1366.0794677734375
01 12 2018 09:20,0.0,4.31567287445068,183.969782835808,81.2066574096679,1290.238037109375
01 12 2018 09:30,0.0,4.21794986724853,164.56614645462,80.717529296875,1251.12744140625
01 12 2018 09:40,0.0,3.59772706031799,63.709477021087,87.1790618896484,954.570068359375
01 12 2018 09:50,0.0,3.65882992744445,71.8071075419402,82.5451736450195,950.862548828125
01 12 2018 10:00,0.0,3.41532111167907,43.089605638238,77.627456665039,0.0
01 12 2018 10:10,0.0,3.40732502937316,42.3074953042496,83.0176315307617,0.0
01 12 2018 10:20,0.0,3.37155604362487,38.9341048803299,93.4561691284179,0.0
01 12 2018 10:30,8.82586574554443,3.91156196594238,111.645600330376,94.5979537963867,1088.2095947265625
01 12 2018 10:40,5.36666297912597,2.94421911239624,0.0,97.1780776977539,0.0
01 12 2018 10:50,0.0,2.75239491462707,0.0,90.5143890380859,0.0
01 12 2018 11:00,0.0,3.25359988212585,29.2602282451671,108.217399597167,0.0
01 12 2018 11:10,0.0,2.54094505310058,0.0,122.87319946289,0.0
01 12 2018 11:20,0.0,3.24209690093994,28.435973585656,121.023597717285,0.0
01 12 2018 11:30,0.0,2.5154480934143,0.0,109.536796569824,0.0
01 12 2018 11:40,0.0,1.81588196754455,0.0,114.43260192871,0.0
01 12 2018 11:50,0.0,2.47761702537536,0.0,118.892799377441,0.0
01 12 2018 12:00,0.0,2.56489396095275,0.0,106.193901062011,0.0
01 12 2018 12:10,0.0,3.15900993347167,23.1110505865072,115.600997924804,0.0
01 12 2018 12:20,0.0,3.38072109222412,39.7789589563181,111.186401367187,0.0
01 12 2018 12:30,0.0,2.86041688919067,0.0,116.392501831054,0.0
01 12 2018 12:40,0.0,3.02687907218933,16.9179290717993,120.355102539062,0.0
01 12 2018 12:50,0.0,1.98115396499633,0.0,116.45709991455,0.0
01 12 2018 13:00,0.0,2.20645403861999,0.0,105.162803649902,0.0
01 12 2018 13:10,0.0,2.36168503761291,0.0,82.1996383666992,0.0
01 12 2018 13:20,0.0,2.47482395172119,0.0,113.78929901123,0.0
01 12 2018 13:30,0.0,2.91004991531372,0.0,107.375602722167,0.0
01 12 2018 13:40,0.0,2.66776895523071,0.0,98.8509979248046,0.0
01 12 2018 13:50,0.0,2.66031789779663,0.0,110.423301696777,0.0
01 12 2018 14:00,0.0,2.69957590103149,0.0,116.264297485351,0.0
01 12 2018 14:10,0.0,2.97237992286682,0.0,115.053703308105,0.0
01 12 2018 14:20,0.0,2.30875205993652,0.0,123.42780303955,0.0
01 12 2018 14:30,0.0,2.67611408233642,0.0,128.005401611328,0.0
01 12 2018 14:40,0.0,2.33068895339965,0.0,124.338401794433,0.0
01 12 2018 14:50,0.0,1.6820570230484,0.0,134.649795532226,0.0
01 12 2018 15:00,0.0,1.61339902877807,0.0,131.27830505371,0.0
01 12 2018 15:10,0.0,1.59673202037811,0.0,136.593399047851,0.0
01 12 2018 15:20,0.0,2.09364700317382,0.0,124.218803405761,0.0
01 12 2018 15:30,0.0,2.48779511451721,0.0,120.996200561523,0.0
01 12 2018 15:40,0.0,1.99098396301269,0.0,115.027000427246,0.0
01 12 2018 15:50,0.0,2.12946605682373,0.0,119.060203552246,0.0
01 12 2018 16:00,0.0,1.95140695571899,0.0,118.492698669433,0.0
01 12 2018 16:10,0.0,2.20607590675354,0.0,114.10880279541,0.0
01 12 2018 16:20,0.0,2.21086597442626,0.0,104.36840057373,0.0
01 12 2018 16:30,0.0,2.21639704704284,0.0,103.386398315429,0.0
01 12 2018 16:40,0.0,2.72493004798889,0.0,104.080596923828,0.0
01 12 2018 16:50,0.0,2.5860641002655,0.0,110.384399414062,0.0
01 12 2018 17:00,0.0,2.31100511550903,0.0,111.214500427246,0.0
01 12 2018 17:10,0.0,2.24845004081726,0.0,115.747497558593,0.0
01 12 2018 17:20,0.0,2.3583710193634,0.0,111.351501464843,0.0
01 12 2018 17:30,0.0,1.84659695625305,0.0,102.576499938964,0.0
01 12 2018 17:40,0.0,1.62173604965209,0.0,91.0034637451171,0.0
01 12 2018 17:50,0.0,2.18652892112731,0.0,98.7353134155273,0.0
01 12 2018 18:00,0.0,2.55051898956298,0.0,94.9309463500976,0.0
01 12 2018 18:10,0.0,2.8982810974121,0.0,103.503799438476,0.0
01 12 2018 18:20,0.0,2.51416611671447,0.0,102.324798583984,0.0
01 12 2018 18:30,0.0,2.1015191078186,0.0,102.75479888916,0.0
01 12 2018 18:40,0.0,2.15645790100097,0.0,111.990402221679,0.0
01 12 2018 18:50,0.0,2.62026500701904,0.0,118.829200744628,0.0
01 12 2018 19:00,0.0,2.09793591499328,0.0,116.980903625488,0.0
01 12 2018 19:10,0.0,2.09754610061645,0.0,123.933700561523,0.0
01 12 2018 19:20,0.0,2.17564105987548,0.0,137.370193481445,0.0
01 12 2018 19:30,0.0,1.68781697750091,0.0,133.355895996093,0.0
01 12 2018 19:40,0.0,1.45803499221801,0.0,134.730392456054,0.0
01 12 2018 19:50,0.0,1.42839705944061,0.0,134.623092651367,0.0
01 12 2018 20:00,0.0,1.35923600196838,0.0,136.270904541015,0.0
01 12 2018 20:10,0.0,1.5212630033493,0.0,91.9547576904296,0.0
01 12 2018 20:20,0.0,1.5499529838562,0.0,85.007827758789,0.0
01 12 2018 20:30,0.0,1.33828604221343,0.0,130.092193603515,0.0
01 12 2018 20:40,0.0,1.18894898891448,0.0,155.868103027343,0.0
01 12 2018 20:50,0.0,0.863053619861602,0.0,168.082901000976,0.0
01 12 2018 21:00,0.0,0.580709874629974,0.0,294.518005371093,0.0
01 12 2018 21:10,0.0,0.543569922447204,0.0,301.710388183593,0.0
01 12 2018 21:20,0.0,0.585911273956298,0.0,148.427703857421,0.0
01 12 2018 21:30,0.0,0.734946429729461,0.0,104.848899841308,0.0
01 12 2018 21:40,0.0,0.894320905208587,0.0,79.3709335327148,0.0
01 12 2018 21:50,0.0,3.16806697845458,23.6378640502953,45.239028930664,0.0
01 12 2018 22:00,0.0,3.57494497299194,60.8431768932387,41.60791015625,959.0410766601562
01 12 2018 22:10,8.85420036315917,3.84837102890014,100.726545138972,46.8390884399414,1065.100341796875
01 12 2018 22:20,11.9567203521728,3.28761291503906,31.8213083930313,55.9284591674804,0.0
01 12 2018 22:30,0.0,3.55187892913818,58.0257539265585,74.4417037963867,927.0428466796875
01 12 2018 22:40,67.1658782958984,4.12852191925048,147.236866854982,70.684341430664,1172.26171875
01 12 2018 22:50,51.9784202575683,3.63600492477416,68.7123387397332,83.9227828979492,951.0974731445312
01 12 2018 23:00,17.2795391082763,3.13144993782043,21.5887249024936,100.937698364257,0.0
01 12 2018 23:10,5.98905086517333,2.64381599426269,0.0,106.599601745605,0.0
01 12 2018 23:20,24.9013500213623,3.2199900150299,26.9113290179857,114.11840057373,0.0
01 12 2018 23:30,15.0261602401733,3.07892799377441,19.0240660568816,101.939498901367,0.0
01 12 2018 23:40,81.4728698730468,3.97676301002502,123.581694541052,102.753700256347,1140.652099609375
01 12 2018 23:50,128.179397583007,4.08598089218139,139.129758239326,86.7975769042968,1136.66064453125
02 12 2018 00:00,42.0090408325195,3.05274105072021,17.9102430975327,91.8363189697265,0.0
02 12 2018 00:10,81.6300964355468,3.43267798423767,44.8225145391234,84.5257186889648,0.0
02 12 2018 00:20,32.2518196105957,3.09667301177978,19.8411900734791,90.8765029907226,0.0
02 12 2018 00:30,49.4112510681152,3.01405596733093,16.4655965719985,90.939109802246,0.0
02 12 2018 00:40,247.670593261718,4.28594303131103,178.013391886603,85.8095703125,1280.8720703125
02 12 2018 00:50,439.489990234375,5.05116701126098,348.669838892922,78.0518112182617,1625.4307861328125
02 12 2018 01:00,369.706909179687,4.74576520919799,275.911102054725,78.381103515625,1511.263671875
02 12 2018 01:10,300.216796875,4.67110300064086,259.121438115895,78.4670028686523,1466.450439453125
02 12 2018 01:20,164.220092773437,3.91822504997253,112.834180990886,84.886848449707,1042.0513916015625
02 12 2018 01:30,99.7597732543945,3.7746090888977,88.7890300929612,97.4695129394531,999.612548828125
02 12 2018 01:40,76.9249191284179,3.53279900550842,55.7595505979307,100.2041015625,929.6126708984375
02 12 2018 01:50,53.8504104614257,3.38255906105041,39.9500047689553,99.4152374267578,0.0
02 12 2018 02:00,33.8937301635742,2.97622299194335,0.0,99.5455322265625,0.0
02 12 2018 02:10,22.8372707366943,2.9951798915863,0.0,106.316398620605,0.0
02 12 2018 02:20,-0.095933273434639,2.55172395706176,0.0,106.250602722167,0.0
02 12 2018 02:30,17.9370594024658,4.27136898040771,175.110684051603,119.108703613281,1439.3875732421875
02 12 2018 02:40,114.239501953125,3.85246801376342,101.415113599611,118.223899841308,1082.896728515625
02 12 2018 02:50,76.4954376220703,4.4088487625122,202.951284382975,119.526802062988,1309.563720703125
02 12 2018 03:00,953.908020019531,7.43220281600952,1223.07452288968,124.76789855957,2802.004638671875
02 12 2018 03:10,583.247619628906,6.12461996078491,666.840632943892,121.869400024414,2265.70751953125
02 12 2018 03:20,1344.0810546875,7.8546438217163,1447.88844616316,119.492698669433,2916.918212890625
02 12 2018 03:30,1418.05200195312,7.83349418640136,1436.13635488565,119.412101745605,3095.38232421875
02 12 2018 03:40,983.9384765625,6.58566999435424,839.91127558779,120.185897827148,2502.267822265625
02 12 2018 03:50,1668.60900878906,8.68265438079833,1941.76547847847,121.649200439453,3293.935791015625
02 12 2018 04:00,981.119812011718,7.25472402572631,1134.90606800404,120.388198852539,2847.775146484375
02 12 2018 04:10,376.187591552734,4.9108510017395,314.396884961346,114.507003784179,1590.86328125
02 12 2018 04:20,548.3173828125,5.34686517715454,426.007529908297,114.842796325683,1877.5177001953125
02 12 2018 04:30,1630.26599121093,8.52931404113769,1846.10108732899,124.005096435546,3293.479248046875
02 12 2018 04:40,887.060974121093,6.98436498641967,1008.96598754275,129.074005126953,2738.74462890625
02 12 2018 04:50,283.359100341796,4.8772268295288,306.401233384393,144.197998046875,1579.94189453125
02 12 2018 05:00,849.551879882812,6.9050908088684,973.830074285349,126.670402526855,2668.7626953125
02 12 2018 05:10,589.122680664062,6.18184900283813,687.073356111119,119.003898620605,2281.92822265625
02 12 2018 05:20,450.671112060546,5.24930906295776,399.691148205332,116.888999938964,1814.75634765625
02 12 2018 05:30,373.875091552734,5.36836719512939,431.918287371715,118.224700927734,1842.752685546875
02 12 2018 05:40,380.077087402343,5.44904518127441,454.460570988166,122.308502197265,1870.9150390625
02 12 2018 05:50,638.330627441406,6.76500701904296,913.621206945643,135.76609802246,2543.226806640625
02 12 2018 06:00,716.202026367187,6.50947380065917,809.701673162955,135.929397583007,2420.7255859375
02 12 2018 06:10,653.966613769531,6.53972196578979,821.616401261173,130.481002807617,2339.6005859375
02 12 2018 06:20,434.631591796875,5.52972316741943,477.591078765372,126.109100341796,1950.575439453125
02 12 2018 06:30,151.807296752929,3.64284110069274,69.6304896813572,120.521499633789,1007.4769897460938
02 12 2018 06:40,292.170104980468,4.96324300765991,327.020704426892,123.176597595214,1507.65673828125
02 12 2018 06:50,227.161697387695,4.85609817504882,301.418716162085,121.699096679687,1548.3492431640625
02 12 2018 07:00,380.657501220703,5.39638710021972,439.681724239075,125.116798400878,1835.96923828125
02 12 2018 07:10,220.923904418945,4.76489305496215,280.272820509516,123.861701965332,1524.0565185546875
02 12 2018 07:20,83.5074768066406,3.86382508277893,103.337904539968,131.569107055664,1105.447998046875
02 12 2018 07:30,-0.188533097505569,2.56559610366821,0.0,164.643203735351,0.0
02 12 2018 07:40,0.0,1.68769896030426,0.0,158.742706298828,0.0
02 12 2018 07:50,0.0,1.55397295951843,0.0,164.875503540039,0.0
02 12 2018 08:00,0.0,0.793898820877075,0.0,331.586700439453,0.0
02 12 2018 08:10,0.0,1.58453905582427,0.0,85.9330215454101,0.0
02 12 2018 08:20,0.0,1.9997489452362,0.0,118.027099609375,0.0
02 12 2018 08:30,0.0,2.34513592720031,0.0,130.274002075195,0.0
02 12 2018 08:40,0.0,3.93677592277526,116.180759888125,121.707397460937,403.3624267578125
02 12 2018 08:50,153.546905517578,4.82321310043334,293.727120844671,118.134300231933,1542.0146484375
02 12 2018 09:00,174.463897705078,4.5713791847229,237.263052170537,118.443603515625,1437.2313232421875
02 12 2018 09:10,98.8374710083007,3.92845797538757,114.673392177266,130.007202148437,1099.5186767578125
02 12 2018 09:20,25.4693603515625,3.37235498428344,39.0072182427284,120.806900024414,0.0
02 12 2018 09:30,-0.0175999905914068,2.31610989570617,0.0,123.247901916503,0.0
02 12 2018 09:40,0.0,1.74968004226684,0.0,125.940399169921,0.0
02 12 2018 09:50,0.0,1.55191504955291,0.0,137.937393188476,0.0
02 12 2018 10:00,0.0,2.38948607444763,0.0,150.875503540039,0.0
02 12 2018 10:10,0.0,2.758150100708,0.0,138.824600219726,0.0
02 12 2018 10:20,0.0,2.77080702781677,0.0,122.89990234375,0.0
02 12 2018 10:30,0.0,3.24831295013427,28.8787601006479,90.2615280151367,0.0
02 12 2018 10:40,41.1524581909179,3.91869902610778,112.919000881161,70.7150726318359,1070.8388671875
02 12 2018 10:50,42.7427902221679,3.31026291847229,33.6294596774287,83.5330963134765,0.0
02 12 2018 11:00,-0.113399498164654,2.66054797172546,0.0,106.603401184082,0.0
02 12 2018 11:10,14.9404001235961,3.63669610023498,68.8048291318746,83.7730331420898,928.0931396484375
02 12 2018 11:20,102.103996276855,4.05405282974243,133.100892589178,83.3906173706054,1173.1446533203125
02 12 2018 11:30,17.8847103118896,3.16203188896179,23.2853670900195,109.859703063964,0.0
02 12 2018 11:40,0.0,2.11551403999328,0.0,126.091499328613,0.0
02 12 2018 11:50,0.0,2.30292201042175,0.0,107.253898620605,0.0
02 12 2018 12:00,0.0,2.68704104423522,0.0,117.9654006958,0.0
02 12 2018 12:10,0.0,1.99949204921722,0.0,131.389694213867,0.0
02 12 2018 12:20,0.0,1.51707696914672,0.0,117.317100524902,0.0
02 12 2018 12:30,0.0,1.54500603675842,0.0,93.8914489746093,0.0
02 12 2018 12:40,0.0,1.32748198509216,0.0,112.446701049804,0.0
02 12 2018 12:50,0.0,2.02227711677551,0.0,150.411499023437,0.0
02 12 2018 13:00,0.0,2.61378407478332,0.0,159.934097290039,0.0
02 12 2018 13:10,0.0,2.29194808006286,0.0,149.68359375,0.0
02 12 2018 13:20,0.0,1.76106095314025,0.0,127.607299804687,0.0
02 12 2018 13:30,0.0,1.20660400390625,0.0,119.659301757812,0.0
02 12 2018 13:40,0.0,1.1454210281372,0.0,152.59309387207,0.0
02 12 2018 13:50,0.0,1.01836800575256,0.0,103.00779724121,0.0
02 12 2018 14:00,0.0,2.17604494094848,0.0,95.3167572021484,0.0
02 12 2018 14:10,0.0,2.65476489067077,0.0,102.824302673339,0.0
02 12 2018 14:20,0.0,2.91487598419189,0.0,98.3124237060546,0.0
02 12 2018 14:30,0.0,3.44357800483703,45.9354118648016,114.95359802246,0.0
02 12 2018 14:40,0.0,3.1237769126892,21.1865191352445,113.41780090332,0.0
02 12 2018 14:50,24.8815898895263,3.71211910247802,79.3569005684258,97.4841690063476,1061.16015625
02 12 2018 15:00,129.78450012207,3.83857893943786,99.0916970755106,90.1664581298828,1045.3087158203125
02 12 2018 15:10,273.140991210937,4.62729406356811,249.440671880565,94.0830612182617,1430.4677734375
02 12 2018 15:20,182.034194946289,3.86199593544006,103.026829351297,97.2299499511718,1080.1162109375
02 12 2018 15:30,71.0683288574218,3.01062202453613,16.3489309775759,104.970298767089,0.0
02 12 2018 15:40,15.5673503875732,2.86806607246398,0.0,115.674400329589,0.0
02 12 2018 15:50,0.0,2.41945600509643,0.0,112.638603210449,0.0
02 12 2018 16:00,111.473999023437,4.38213109970092,197.458901562941,121.67780303955,1078.5667724609375
02 12 2018 16:10,193.233200073242,4.34398317337036,189.686203296195,118.887100219726,1318.850830078125
02 12 2018 16:20,237.356704711914,4.34867191314697,190.63719047771,127.542701721191,1310.1572265625
02 12 2018 16:30,80.5587921142578,3.29362797737121,32.2934864034878,120.548301696777,0.0
02 12 2018 16:40,3.10873699188232,2.33132791519165,0.0,114.478401184082,0.0
02 12 2018 16:50,0.0,2.68295001983642,0.0,116.258201599121,0.0
02 12 2018 17:00,0.0,2.57722902297973,0.0,112.502197265625,0.0
02 12 2018 17:10,64.9551010131835,3.99129009246826,126.333766753043,124.436096191406,429.9231262207031
02 12 2018 17:20,80.6602020263671,3.76550602912902,87.3761513827603,133.299392700195,1077.4884033203125
02 12 2018 17:30,237.26350402832,4.60382509231567,244.305325915972,140.644699096679,1292.5484619140625
02 12 2018 17:40,83.141128540039,3.38219308853149,39.9159033867072,138.945098876953,0.0
02 12 2018 17:50,40.4097518920898,2.95644092559814,0.0,151.826995849609,0.0
02 12 2018 18:00,63.9341316223144,3.02970600128173,17.0211877619877,147.278900146484,0.0
02 12 2018 18:10,1.30933904647827,1.71005094051361,0.0,138.808898925781,0.0
02 12 2018 18:20,0.0,0.859438419342041,0.0,113.394302368164,0.0
02 12 2018 18:30,0.0,0.910158693790435,0.0,73.0063095092773,0.0
02 12 2018 18:40,0.0,0.862067818641662,0.0,79.1026611328125,0.0
02 12 2018 18:50,0.0,0.784242928028106,0.0,83.710823059082,0.0
02 12 2018 19:00,0.0,0.74349421262741,0.0,117.532798767089,0.0
02 12 2018 19:10,0.0,1.24395096302032,0.0,111.458297729492,0.0
02 12 2018 19:20,0.0,1.26551496982574,0.0,106.026100158691,0.0
02 12 2018 19:30,0.0,1.47215604782104,0.0,85.7527389526367,0.0
02 12 2018 19:40,0.0,2.37262105941772,0.0,91.0215911865234,0.0
02 12 2018 19:50,0.0,2.20100092887878,0.0,93.6615371704101,0.0
02 12 2018 20:00,0.0,2.48764705657958,0.0,101.237899780273,0.0
02 12 2018 20:10,0.0,2.5423879623413,0.0,112.726600646972,0.0
02 12 2018 20:20,0.0,3.32393288612365,34.7604535329492,132.27229309082,0.0
02 12 2018 20:30,0.0,2.68550705909729,0.0,119.93569946289,0.0
02 12 2018 20:40,0.0,2.33994007110595,0.0,108.688598632812,0.0
02 12 2018 20:50,0.0,2.14514589309692,0.0,98.9517822265625,0.0
02 12 2018 21:00,0.0,1.37102699279785,0.0,111.888397216796,0.0
02 12 2018 21:10,0.0,1.95204198360443,0.0,104.724296569824,0.0
02 12 2018 21:20,0.0,0.980861604213714,0.0,94.0656967163085,0.0
02 12 2018 21:30,0.0,1.5462349653244,0.0,73.1575927734375,0.0
02 12 2018 21:40,0.0,1.64180397987365,0.0,84.5796737670898,0.0
02 12 2018 21:50,0.0,2.34342193603515,0.0,87.2488403320312,0.0
02 12 2018 22:00,0.0,2.45739889144897,0.0,106.352500915527,0.0
02 12 2018 22:10,0.0,1.27773904800415,0.0,98.3613586425781,0.0
02 12 2018 22:20,0.0,1.29848599433898,0.0,108.206398010253,0.0
02 12 2018 22:30,0.0,1.7910189628601,0.0,88.1250762939453,0.0
02 12 2018 22:40,0.0,1.75799095630645,0.0,96.3014526367187,0.0
02 12 2018 22:50,0.0,2.68398094177246,0.0,113.079498291015,0.0
02 12 2018 23:00,0.0,3.31706190109252,34.1882407649136,121.454002380371,0.0
02 12 2018 23:10,78.297737121582,4.24801111221313,170.481804713647,121.555702209472,1051.856689453125
02 12 2018 23:20,45.5738792419433,3.62970209121704,67.8724448135945,137.041900634765,994.5201416015625
02 12 2018 23:30,57.9169006347656,3.91446495056152,112.162570082408,121.544998168945,1092.8177490234375
02 12 2018 23:40,25.7066497802734,3.44685292243957,46.2734962614895,118.587097167968,0.0
02 12 2018 23:50,87.5671234130859,3.86527109146118,103.584199864232,113.118202209472,1099.4456787109375
03 12 2018 00:00,11.7671699523925,3.06271600723266,18.3215760365019,108.837997436523,0.0
03 12 2018 00:10,-0.0853999927639961,2.27370309829711,0.0,117.91120147705,0.0
03 12 2018 00:20,16.2141799926757,3.64566397666931,70.0118049148923,127.228797912597,705.2469482421875
03 12 2018 00:30,-0.952069520950317,3.08870792388916,19.4681812253111,123.604400634765,0.0
03 12 2018 00:40,0.0,3.47702503204345,49.4690315210755,145.270797729492,0.0
03 12 2018 00:50,48.8991584777832,3.70852994918823,78.8341334857578,126.709899902343,989.0850830078125
03 12 2018 01:00,165.800399780273,4.53362798690795,229.15173672563,124.887702941894,1381.4951171875
03 12 2018 01:10,68.8970413208007,3.34626197814941,36.6721719017369,118.980598449707,0.0
03 12 2018 01:20,38.7415618896484,3.53362703323364,55.8566899112957,132.717407226562,941.2869262695312
03 12 2018 01:30,64.9023132324218,3.91864895820617,112.910039335661,127.985603332519,1079.05029296875
03 12 2018 01:40,0.0563998706638813,1.96007001399993,0.0,113.663398742675,0.0
03 12 2018 01:50,0.0,1.70939803123474,0.0,214.814300537109,0.0
03 12 2018 02:00,0.0,2.16926097869873,0.0,154.54409790039,0.0
03 12 2018 02:10,0.0,2.18343496322631,0.0,116.166801452636,0.0
03 12 2018 02:20,0.0,1.41860795021057,0.0,96.2096633911132,0.0
03 12 2018 02:30,0.0,1.27231097221374,0.0,114.734802246093,0.0
03 12 2018 02:40,0.0,3.18281602859497,24.523848939938,110.624397277832,0.0
03 12 2018 02:50,0.0,2.3593521118164,0.0,108.630897521972,0.0
03 12 2018 03:00,0.0,2.782075881958,0.0,105.049400329589,0.0
03 12 2018 03:10,0.0,2.11558198928833,0.0,82.8250427246093,0.0
03 12 2018 03:20,0.0,2.50872898101806,0.0,110.218399047851,0.0
03 12 2018 03:30,0.0,2.14595794677734,0.0,108.862800598144,0.0
03 12 2018 03:40,0.0,2.4927499294281,0.0,126.974502563476,0.0
03 12 2018 03:50,0.0,2.57530498504638,0.0,130.196395874023,0.0
03 12 2018 04:00,0.0,1.22513198852539,0.0,187.030899047851,0.0
03 12 2018 04:10,0.0,1.53100395202636,0.0,164.593002319335,0.0
03 12 2018 04:20,0.0,0.679432094097137,0.0,212.063995361328,0.0
03 12 2018 04:30,0.0,2.04001998901367,0.0,225.865203857421,0.0
03 12 2018 04:40,0.0,1.2911330461502,0.0,184.940002441406,0.0
03 12 2018 04:50,0.0,1.90463697910308,0.0,108.387001037597,0.0
03 12 2018 05:00,0.0,1.87160003185272,0.0,70.135643005371,0.0
03 12 2018 05:10,0.0,1.6524029970169,0.0,84.5143203735351,0.0
03 12 2018 05:20,0.0,1.89615201950073,0.0,110.020500183105,0.0
03 12 2018 05:30,0.0,2.10788202285766,0.0,76.557258605957,0.0
03 12 2018 05:40,0.0,1.99879395961761,0.0,111.070701599121,0.0
03 12 2018 05:50,0.0,2.03355407714843,0.0,65.2291564941406,0.0
03 12 2018 06:00,0.0,1.7594130039215,0.0,84.8098831176757,0.0
